Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.11    0.12   61782/61782       std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::empty() const [47]
[75]     0.1    0.11    0.12   61782         std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::end() const [75]
                0.12    0.00   61782/123564      __gnu_cxx::__normal_iterator<DIR_ENTRY const*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::__normal_iterator(DIR_ENTRY const* const&) [73]
-----------------------------------------------
                0.20    0.00       3/3           std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_deallocate(NEEDED_EXT*, unsigned int) [70]
[76]     0.1    0.20    0.00       3         __gnu_cxx::new_allocator<NEEDED_EXT>::deallocate(NEEDED_EXT*, unsigned int) [76]
-----------------------------------------------
                0.00    0.20      44/44          void std::sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [68]
[77]     0.1    0.00    0.20      44         void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [77]
                0.00    0.10      44/44          void std::__insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [92]
                0.00    0.09      16/16          void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [95]
                0.00    0.00      44/420         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::difference_type __gnu_cxx::operator-<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [155]
                0.00    0.00      32/206         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator+(int const&) const [3508]
-----------------------------------------------
                0.08    0.00       7/14          Pmc_Image::swizzle() [98]
                0.08    0.00       7/14          Pmc_Image::Pmc_Image(int, int, unsigned int) [99]
[78]     0.1    0.16    0.00      14         get_imageSize(unsigned int, unsigned int, bool) [78]
-----------------------------------------------
                0.08    0.00       7/14          __gnu_cxx::new_allocator<NEEDED_EXT>::construct(NEEDED_EXT*, NEEDED_EXT const&) [106]
                0.08    0.00       7/14          NEEDED_EXT* std::__uninitialized_copy<false>::uninitialized_copy<NEEDED_EXT*, NEEDED_EXT*>(NEEDED_EXT*, NEEDED_EXT*, NEEDED_EXT*) [102]
[79]     0.1    0.15    0.00      14         NEEDED_EXT::NEEDED_EXT(NEEDED_EXT const&) [79]
-----------------------------------------------
                0.15    0.00       7/7           AUDIO_DECODERS::open(AVCodecContext*, char const*, AVIOContext*, int) [54]
[80]     0.1    0.15    0.00       7         sceMp3Aac_open [80]
-----------------------------------------------
                                  96             void std::__introsort_loop<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int) [81]
                0.00    0.13      44/44          void std::sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [68]
[81]     0.0    0.00    0.13      44+96      void std::__introsort_loop<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int) [81]
                0.00    0.11      96/96          __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [85]
                0.01    0.00      96/3321        DIR_ENTRY::DIR_ENTRY(DIR_ENTRY const&) [69]
                0.00    0.00      96/96          DIR_ENTRY const& std::__median<DIR_ENTRY>(DIR_ENTRY const&, DIR_ENTRY const&, DIR_ENTRY const&) [143]
                0.00    0.00     332/420         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::difference_type __gnu_cxx::operator-<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [155]
                0.00    0.00     288/13133       __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator*() const [130]
                0.00    0.00      96/206         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator+(int const&) const [3508]
                0.00    0.00      96/96          __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator-(int const&) const [3511]
                                  96             void std::__introsort_loop<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int) [81]
-----------------------------------------------
                0.00    0.12      11/11          PMC_SETTINGS::refresh() [51]
[82]     0.0    0.00    0.12      11         int pmc_minmax<int>(int, int, int) [82]
                0.12    0.00      11/11          int pmc_min<int>(int, int) [83]
                0.00    0.00      11/18          int pmc_max<int>(int, int) [3523]
-----------------------------------------------
                0.12    0.00      11/11          int pmc_minmax<int>(int, int, int) [82]
[83]     0.0    0.12    0.00      11         int pmc_min<int>(int, int) [83]
-----------------------------------------------
                0.00    0.12    1046/1046        push_folder(std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&, char const*) [59]
[84]     0.0    0.00    0.12    1046         std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::push_back(DIR_ENTRY const&) [84]
                0.00    0.09    1025/1046        __gnu_cxx::new_allocator<DIR_ENTRY>::construct(DIR_ENTRY*, DIR_ENTRY const&) [97]
                0.00    0.03      21/21          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY const&) [116]
                0.00    0.00      21/65          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::end() [3512]
-----------------------------------------------
                0.00    0.11      96/96          void std::__introsort_loop<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int) [81]
[85]     0.0    0.00    0.11      96         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [85]
                0.01    0.05    3325/6679        DIR_ENTRY::operator<(DIR_ENTRY const&) const [90]
                0.00    0.05     527/527         void std::iter_swap<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [111]
                0.00    0.00    3325/13133       __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator*() const [130]
                0.00    0.00     623/623         bool __gnu_cxx::operator< <DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [159]
                0.00    0.00    2036/3038        __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator++() [156]
                0.00    0.00    1193/3854        __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator--() [152]
-----------------------------------------------
                0.03    0.08       7/7           load_tga(char const*, bool) [21]
[86]     0.0    0.03    0.08       7         alloc_tgaSpace(int, TARGAHEAD*) [86]
                0.00    0.08       7/7           Pmc_Image::Pmc_Image(int, int, unsigned int) [99]
                0.00    0.00       7/689345      Pmc_Image::isValid() [32]
-----------------------------------------------
                0.11    0.00   20459/20459       show_filelist(bool) [3]
[87]     0.0    0.11    0.00   20459         PMC_LIST::show_scroll() [87]
-----------------------------------------------
                0.10    0.01       5/5           void std::_Destroy<NEEDED_EXT*, NEEDED_EXT>(NEEDED_EXT*, NEEDED_EXT*, std::allocator<NEEDED_EXT>&) [89]
[88]     0.0    0.10    0.01       5         void std::_Destroy<NEEDED_EXT*>(NEEDED_EXT*, NEEDED_EXT*) [88]
                0.00    0.01       7/7           void std::_Destroy<NEEDED_EXT>(NEEDED_EXT*) [135]
-----------------------------------------------
                0.00    0.02       1/5           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_erase_at_end(NEEDED_EXT*) [124]
                0.00    0.09       4/5           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_insert_aux(__gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >, NEEDED_EXT const&) [65]
[89]     0.0    0.00    0.11       5         void std::_Destroy<NEEDED_EXT*, NEEDED_EXT>(NEEDED_EXT*, NEEDED_EXT*, std::allocator<NEEDED_EXT>&) [89]
                0.10    0.01       5/5           void std::_Destroy<NEEDED_EXT*>(NEEDED_EXT*, NEEDED_EXT*) [88]
-----------------------------------------------
                0.00    0.00     278/6679        DIR_ENTRY const& std::__median<DIR_ENTRY>(DIR_ENTRY const&, DIR_ENTRY const&, DIR_ENTRY const&) [143]
                0.00    0.01     415/6679        void std::__insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [92]
                0.01    0.04    2661/6679        void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [107]
                0.01    0.05    3325/6679        __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [85]
